Unnamed: 0,sup_type,name,address_street,city,postcode,lat,long,website,email,telephone,supplier_contact,supplier_contact_email,supplier_contact_telephone,percent_recyclablenum,percent_efwnum,provides_a_rebateyn,supplier_auditislist_yes_no_na,supplier_audit_date_completed,notes,hierarchy,origin
1017,Charity,Forward Furniture Project (Birmingham),37 Sample Street,Birmingham,H9 5RF,52.5243641,-1.9396334,https://www.example-charity.org,contact.1017@example-charity.org,08217 172753,,,,,,1,,,,Reuse,synthetic_sample_data
1018,Charity,Together Foundation (London),37 Sample Street,London,X3 6LB,51.3908097,-0.2582606,https://www.example-charity.org,contact.1018@example-charity.org,01286 748634,,,,68.4,,0,,,,Reuse,synthetic_sample_data
1019,Charity,Haven Outreach (Liverpool),167 Sample Street,Liverpool,H1 9CA,53.2594263,-3.1240747,https://www.example-charity.org,contact.1019@example-charity.org,02960 998632,,,,47.6,,1,,,,Reuse,synthetic_sample_data
1020,Charity,Bridge Charity Shop (Bristol),117 Sample Street,Bristol,I6 8PE,51.510183,-2.6218699,https://www.example-charity.org,contact.1020@example-charity.org,09037 742366,,,,,,1,,,,Reuse,synthetic_sample_data
1021,Charity,New Leaf Support Network (Leeds),37 Sample Street,Leeds,L1 7ZJ,53.6941222,-1.507972,https://www.example-charity.org,contact.1021@example-charity.org,05214 268104,,,,,,1,,,,Reuse,synthetic_sample_data
1022,Charity,Haven Community Trust (Coventry),116 Sample Street,Coventry,M7 7OX,52.5207415,-1.4141949,https://www.example-charity.org,contact.1022@example-charity.org,06782 318209,,,,,,1,,,,Reuse,synthetic_sample_data
1023,Charity,Haven Community Trust (Newcastle),187 Sample Street,Newcastle,H4 4SG,54.9373681,-1.6699967,https://www.example-charity.org,contact.1023@example-charity.org,09682 315917,,,,61.9,,1,,,,Reuse,synthetic_sample_data
1024,Charity,Lighthouse Charity Shop (Nottingham),167 Sample Street,Nottingham,M3 8DR,53.0635316,-1.0704765,https://www.example-charity.org,contact.1024@example-charity.org,06028 323885,,,,,,1,,,,Reuse,synthetic_sample_data
1025,Charity,New Leaf Charity Shop (London),53 Sample Street,London,N3 8AW,51.4172229,-0.1764951,https://www.example-charity.org,contact.1025@example-charity.org,07296 642638,,,,,,0,,,,Reuse,synthetic_sample_data
1026,Charity,New Leaf Charity Shop (Bristol),120 Sample Street,Bristol,Z4 3NK,51.5995898,-2.533711,https://www.example-charity.org,contact.1026@example-charity.org,07584 703003,,,,,,0,,,,Reuse,synthetic_sample_data
1027,Charity,Steppingstone Foundation (Newcastle),14 Sample Street,Newcastle,D2 2AA,54.9231644,-1.4878939,https://www.example-charity.org,contact.1027@example-charity.org,01578 809035,,,,,,0,,,,Reuse,synthetic_sample_data
1028,Charity,New Leaf Community Trust (Sheffield),122 Sample Street,Sheffield,C6 6SO,53.5105688,-1.5130911,https://www.example-charity.org,contact.1028@example-charity.org,06039 981515,,,,,,0,,,,Reuse,synthetic_sample_data
1029,Charity,New Leaf Community Trust (Bristol),142 Sample Street,Bristol,D9 7FR,51.3954721,-2.4971992,https://www.example-charity.org,contact.1029@example-charity.org,03674 535353,,,,70.0,,1,,,,Reuse,synthetic_sample_data
1030,Charity,Second Chance Charity Shop (Coventry),98 Sample Street,Coventry,D1 3MP,52.5111984,-1.5948831,https://www.example-charity.org,contact.1030@example-charity.org,03402 566515,,,,,,0,,,,Reuse,synthetic_sample_data
1031,Charity,Forward Foundation (Southampton),95 Sample Street,Southampton,A8 6KC,50.9661364,-1.3090145,https://www.example-charity.org,contact.1031@example-charity.org,03979 569063,,,,,,0,,,,Reuse,synthetic_sample_data
1032,Charity,New Leaf Furniture Project (Southampton),127 Sample Street,Southampton,K5 2LT,50.8497314,-1.4363153,https://www.example-charity.org,contact.1032@example-charity.org,04229 765030,,,,,,1,,,,Reuse,synthetic_sample_data
1033,Charity,Together Reuse Store (Birmingham),62 Sample Street,Birmingham,P6 3BU,52.4457648,-1.9645853,https://www.example-charity.org,contact.1033@example-charity.org,09526 124583,,,,26.3,,1,,,,Reuse,synthetic_sample_data
1034,Charity,Forward Charity Shop (Sheffield),189 Sample Street,Sheffield,R1 3TA,53.2432367,-1.3951007,https://www.example-charity.org,contact.1034@example-charity.org,02314 449090,,,,,,1,,,,Reuse,synthetic_sample_data
1035,Charity,Haven Furniture Project (Liverpool),109 Sample Street,Liverpool,M6 6ZQ,53.3182927,-3.0005637,https://www.example-charity.org,contact.1035@example-charity.org,05428 830706,,,,,,1,,,,Reuse,synthetic_sample_data
1036,Charity,Together Community Trust (Birmingham),171 Sample Street,Birmingham,I2 8VC,52.6190719,-1.8246649,https://www.example-charity.org,contact.1036@example-charity.org,09008 395322,,,,86.1,,0,,,,Reuse,synthetic_sample_data
1037,Charity,Second Chance Community Trust (London),61 Sample Street,London,L2 3SZ,51.6006265,-0.035932,https://www.example-charity.org,contact.1037@example-charity.org,02219 285710,,,,86.4,,0,,,,Reuse,synthetic_sample_data
1038,Charity,Steppingstone Furniture Project (Coventry),28 Sample Street,Coventry,U8 6ZV,52.2608342,-1.4276041,https://www.example-charity.org,contact.1038@example-charity.org,03559 711062,,,,5.6,,0,,,,Reuse,synthetic_sample_data
1039,Charity,New Leaf Furniture Project (Leeds),21 Sample Street,Leeds,N4 4BW,53.9262007,-1.4211314,https://www.example-charity.org,contact.1039@example-charity.org,02500 104027,,,,,,0,,,,Reuse,synthetic_sample_data
1040,Charity,Forward Foundation (Newcastle),2 Sample Street,Newcastle,J1 8FQ,55.0735653,-1.5553287,https://www.example-charity.org,contact.1040@example-charity.org,04048 592002,,,,,,0,,,,Reuse,synthetic_sample_data
1041,Charity,Bridge Charity Shop (Bristol),194 Sample Street,Bristol,Y2 4FK,51.3476678,-2.5753005,https://www.example-charity.org,contact.1041@example-charity.org,03031 837010,,,,16.2,,1,,,,Reuse,synthetic_sample_data
1042,Charity,Bridge Support Network (Southampton),175 Sample Street,Southampton,L4 9AU,50.8833846,-1.3622215,https://www.example-charity.org,contact.1042@example-charity.org,05111 964517,,,,,,0,,,,Reuse,synthetic_sample_data
1043,Charity,Hope Foundation (Manchester),23 Sample Street,Manchester,V8 1XV,53.3492859,-2.2444231,https://www.example-charity.org,contact.1043@example-charity.org,08046 183835,,,,,,1,,,,Reuse,synthetic_sample_data
1044,Charity,Second Chance Foundation (Coventry),123 Sample Street,Coventry,K8 6XZ,52.4611242,-1.4662413,https://www.example-charity.org,contact.1044@example-charity.org,05299 862470,,,,,,1,,,,Reuse,synthetic_sample_data
1045,Charity,Bridge Community Trust (Newcastle),84 Sample Street,Newcastle,W6 7OO,54.9223424,-1.4680708,https://www.example-charity.org,contact.1045@example-charity.org,03794 144773,,,,84.6,,1,,,,Reuse,synthetic_sample_data
1046,Charity,New Leaf Community Trust (Newcastle),39 Sample Street,Newcastle,A3 6MU,55.0889047,-1.6284822,https://www.example-charity.org,contact.1046@example-charity.org,07317 539979,,,,,,0,,,,Reuse,synthetic_sample_data
1047,Charity,New Leaf Community Trust (Liverpool),70 Sample Street,Liverpool,D1 7PE,53.4958125,-2.9430684,https://www.example-charity.org,contact.1047@example-charity.org,04013 327534,,,,,,0,,,,Reuse,synthetic_sample_data
1048,Charity,Together Reuse Store (Newcastle),125 Sample Street,Newcastle,P8 7NF,54.9459696,-1.6767434,https://www.example-charity.org,contact.1048@example-charity.org,04731 299172,,,,6.0,,0,,,,Reuse,synthetic_sample_data
1049,Charity,Steppingstone Reuse Store (Manchester),4 Sample Street,Manchester,Q8 4NP,53.6166851,-2.1807928,https://www.example-charity.org,contact.1049@example-charity.org,03317 346575,,,,63.2,,1,,,,Reuse,synthetic_sample_data
1050,Charity,Steppingstone Furniture Project (Reading),33 Sample Street,Reading,J6 6ZW,51.3974836,-0.9425559,https://www.example-charity.org,contact.1050@example-charity.org,03120 655364,,,,,,1,,,,Reuse,synthetic_sample_data
1051,Charity,Bridge Community Trust (Manchester),143 Sample Street,Manchester,H6 8ZI,53.3361129,-2.2815974,https://www.example-charity.org,contact.1051@example-charity.org,06344 821715,,,,,,1,,,,Reuse,synthetic_sample_data
1052,Charity,Lighthouse Outreach (Coventry),121 Sample Street,Coventry,S4 4PS,52.3151133,-1.6315601,https://www.example-charity.org,contact.1052@example-charity.org,04750 842501,,,,31.3,,0,,,,Reuse,synthetic_sample_data
1053,Charity,Second Chance Foundation (Liverpool),200 Sample Street,Liverpool,T5 2OM,53.4834577,-2.9545179,https://www.example-charity.org,contact.1053@example-charity.org,09043 585164,,,,,,1,,,,Reuse,synthetic_sample_data
1054,Charity,Hope Support Network (Coventry),124 Sample Street,Coventry,U1 6LT,52.299725,-1.4153682,https://www.example-charity.org,contact.1054@example-charity.org,05040 334181,,,,,,1,,,,Reuse,synthetic_sample_data
1055,Charity,Together Community Trust (Sheffield),189 Sample Street,Sheffield,T2 5XB,53.3765093,-1.5258495,https://www.example-charity.org,contact.1055@example-charity.org,04083 726615,,,,52.4,,1,,,,Reuse,synthetic_sample_data
1056,Charity,Hope Reuse Store (Leeds),165 Sample Street,Leeds,E5 1AU,53.8880128,-1.5722026,https://www.example-charity.org,contact.1056@example-charity.org,05276 314161,,,,7.9,,1,,,,Reuse,synthetic_sample_data
1057,Charity,New Leaf Foundation (Birmingham),51 Sample Street,Birmingham,K2 5OI,52.4702055,-1.9257942,https://www.example-charity.org,contact.1057@example-charity.org,08276 895304,,,,45.3,,0,,,,Reuse,synthetic_sample_data
1058,Charity,Second Chance Furniture Project (Southampton),97 Sample Street,Southampton,P6 3KX,50.7982607,-1.2675683,https://www.example-charity.org,contact.1058@example-charity.org,06349 679417,,,,,,1,,,,Reuse,synthetic_sample_data
1059,Charity,Steppingstone Outreach (Reading),186 Sample Street,Reading,J6 1QB,51.4014653,-1.0747005,https://www.example-charity.org,contact.1059@example-charity.org,01565 774885,,,,13.2,,0,,,,Reuse,synthetic_sample_data
1060,Charity,New Leaf Charity Shop (Manchester),106 Sample Street,Manchester,Y6 6KC,53.3727734,-2.361924,https://www.example-charity.org,contact.1060@example-charity.org,04850 196321,,,,,,0,,,,Reuse,synthetic_sample_data
1061,Charity,Haven Charity Shop (Newcastle),41 Sample Street,Newcastle,E9 2GO,54.948468,-1.7491549,https://www.example-charity.org,contact.1061@example-charity.org,07487 828326,,,,,,1,,,,Reuse,synthetic_sample_data
1062,Charity,Together Furniture Project (Leeds),57 Sample Street,Leeds,W4 8BB,53.7225796,-1.5056724,https://www.example-charity.org,contact.1062@example-charity.org,01859 774132,,,,95.0,,0,,,,Reuse,synthetic_sample_data
1063,Charity,Haven Furniture Project (Nottingham),179 Sample Street,Nottingham,J8 1VW,52.9006377,-1.1918424,https://www.example-charity.org,contact.1063@example-charity.org,09359 902723,,,,,,0,,,,Reuse,synthetic_sample_data
1064,Charity,Bridge Foundation (London),102 Sample Street,London,L2 6QF,51.4174373,-0.2669983,https://www.example-charity.org,contact.1064@example-charity.org,09052 107499,,,,,,0,,,,Reuse,synthetic_sample_data
1065,Charity,Together Reuse Store (Reading),84 Sample Street,Reading,F4 5KG,51.5275762,-1.0436749,https://www.example-charity.org,contact.1065@example-charity.org,09370 507287,,,,39.3,,1,,,,Reuse,synthetic_sample_data
1066,Charity,Together Outreach (Newcastle),28 Sample Street,Newcastle,F2 1MZ,54.8369452,-1.5867896,https://www.example-charity.org,contact.1066@example-charity.org,07646 314528,,,,87.4,,0,,,,Reuse,synthetic_sample_data
1067,Charity,Bridge Foundation (Southampton),56 Sample Street,Southampton,O1 4SI,50.9804108,-1.4648171,https://www.example-charity.org,contact.1067@example-charity.org,05970 478471,,,,,,1,,,,Reuse,synthetic_sample_data
1068,Charity,Lighthouse Community Trust (London),193 Sample Street,London,M6 8MT,51.4223271,-0.2235243,https://www.example-charity.org,contact.1068@example-charity.org,09185 854914,,,,,,1,,,,Reuse,synthetic_sample_data
1069,Charity,Bridge Furniture Project (Newcastle),78 Sample Street,Newcastle,A1 1IA,54.996549,-1.6821973,https://www.example-charity.org,contact.1069@example-charity.org,02757 100283,,,,,,0,,,,Reuse,synthetic_sample_data
1070,Charity,Bridge Support Network (Manchester),9 Sample Street,Manchester,I7 1JY,53.3468614,-2.3280074,https://www.example-charity.org,contact.1070@example-charity.org,07108 179796,,,,30.2,,1,,,,Reuse,synthetic_sample_data
1071,Charity,Bridge Furniture Project (Newcastle),61 Sample Street,Newcastle,F1 2CX,55.1073377,-1.5015914,https://www.example-charity.org,contact.1071@example-charity.org,01497 599651,,,,,,1,,,,Reuse,synthetic_sample_data
1072,Charity,Second Chance Charity Shop (Bristol),128 Sample Street,Bristol,C7 7AB,51.3112677,-2.5689308,https://www.example-charity.org,contact.1072@example-charity.org,03511 325942,,,,,,1,,,,Reuse,synthetic_sample_data
1073,Charity,Hope Charity Shop (Liverpool),69 Sample Street,Liverpool,I5 8GZ,53.3109069,-3.1376193,https://www.example-charity.org,contact.1073@example-charity.org,02032 906913,,,,,,1,,,,Reuse,synthetic_sample_data
1074,Charity,Hope Charity Shop (Leeds),184 Sample Street,Leeds,N9 8ZH,53.7212456,-1.5647033,https://www.example-charity.org,contact.1074@example-charity.org,01722 690570,,,,4.7,,1,,,,Reuse,synthetic_sample_data
1075,Charity,Forward Foundation (Manchester),83 Sample Street,Manchester,V6 9RE,53.5102147,-2.2557228,https://www.example-charity.org,contact.1075@example-charity.org,03685 491399,,,,34.7,,0,,,,Reuse,synthetic_sample_data
1076,Charity,Lighthouse Outreach (Southampton),111 Sample Street,Southampton,V8 9NL,50.8802338,-1.4141547,https://www.example-charity.org,contact.1076@example-charity.org,05791 254804,,,,,,1,,,,Reuse,synthetic_sample_data
1077,Charity,Forward Support Network (Birmingham),38 Sample Street,Birmingham,F1 6QU,52.4360412,-1.9327994,https://www.example-charity.org,contact.1077@example-charity.org,09834 813385,,,,,,0,,,,Reuse,synthetic_sample_data
1078,Charity,Bridge Outreach (Southampton),134 Sample Street,Southampton,N2 9RB,50.8015564,-1.3095225,https://www.example-charity.org,contact.1078@example-charity.org,07493 185714,,,,,,0,,,,Reuse,synthetic_sample_data
1079,Charity,New Leaf Charity Shop (Bristol),188 Sample Street,Bristol,W6 8DK,51.5848516,-2.5385089,https://www.example-charity.org,contact.1079@example-charity.org,04715 817237,,,,37.3,,1,,,,Reuse,synthetic_sample_data
1080,Charity,Steppingstone Reuse Store (Nottingham),117 Sample Street,Nottingham,Y2 4UU,53.0018676,-1.1902601,https://www.example-charity.org,contact.1080@example-charity.org,07684 821211,,,,,,0,,,,Reuse,synthetic_sample_data
1081,Charity,Together Outreach (Coventry),104 Sample Street,Coventry,E2 5HY,52.2569788,-1.4316218,https://www.example-charity.org,contact.1081@example-charity.org,02766 619257,,,,,,0,,,,Reuse,synthetic_sample_data
1082,Charity,Bridge Furniture Project (Nottingham),175 Sample Street,Nottingham,J2 4FY,52.9962746,-1.0226348,https://www.example-charity.org,contact.1082@example-charity.org,01265 132608,,,,,,1,,,,Reuse,synthetic_sample_data
1083,Charity,Lighthouse Charity Shop (Newcastle),54 Sample Street,Newcastle,W5 6ML,55.1136038,-1.6412247,https://www.example-charity.org,contact.1083@example-charity.org,07602 111081,,,,,,1,,,,Reuse,synthetic_sample_data
1084,Charity,Forward Furniture Project (Reading),99 Sample Street,Reading,L1 5WP,51.488741,-1.1155375,https://www.example-charity.org,contact.1084@example-charity.org,09191 435158,,,,77.0,,1,,,,Reuse,synthetic_sample_data
1085,Charity,Forward Furniture Project (Coventry),24 Sample Street,Coventry,P2 8IR,52.4329374,-1.4055093,https://www.example-charity.org,contact.1085@example-charity.org,07225 140550,,,,,,0,,,,Reuse,synthetic_sample_data
1086,Charity,Steppingstone Support Network (Newcastle),106 Sample Street,Newcastle,J9 8GT,54.9422553,-1.6665852,https://www.example-charity.org,contact.1086@example-charity.org,01562 438556,,,,,,0,,,,Reuse,synthetic_sample_data
1087,Charity,Together Support Network (Southampton),100 Sample Street,Southampton,F8 5WS,51.018515,-1.3201495,https://www.example-charity.org,contact.1087@example-charity.org,02132 626461,,,,53.6,,0,,,,Reuse,synthetic_sample_data
1088,Charity,Forward Community Trust (Bristol),110 Sample Street,Bristol,F1 5TK,51.4801983,-2.528435,https://www.example-charity.org,contact.1088@example-charity.org,08401 407641,,,,,,0,,,,Reuse,synthetic_sample_data
1089,Charity,Hope Support Network (Manchester),88 Sample Street,Manchester,M1 5FH,53.3905369,-2.2467258,https://www.example-charity.org,contact.1089@example-charity.org,03893 909985,,,,58.4,,1,,,,Reuse,synthetic_sample_data
1090,Charity,Second Chance Furniture Project (Leeds),179 Sample Street,Leeds,E1 8PL,53.8649484,-1.4565744,https://www.example-charity.org,contact.1090@example-charity.org,03694 245967,,,,,,1,,,,Reuse,synthetic_sample_data
1091,Charity,Hope Reuse Store (Reading),68 Sample Street,Reading,W7 2CC,51.4673454,-1.0025126,https://www.example-charity.org,contact.1091@example-charity.org,08148 684352,,,,66.5,,1,,,,Reuse,synthetic_sample_data
1092,Charity,New Leaf Furniture Project (Liverpool),140 Sample Street,Liverpool,C3 4OV,53.4105341,-3.0686304,https://www.example-charity.org,contact.1092@example-charity.org,01395 269864,,,,,,1,,,,Reuse,synthetic_sample_data
1093,Charity,New Leaf Foundation (Newcastle),77 Sample Street,Newcastle,R1 4GE,54.8483457,-1.5308006,https://www.example-charity.org,contact.1093@example-charity.org,07770 221477,,,,,,1,,,,Reuse,synthetic_sample_data
1094,Charity,Hope Furniture Project (London),36 Sample Street,London,I9 1JZ,51.4689576,-0.1247412,https://www.example-charity.org,contact.1094@example-charity.org,09594 798258,,,,,,0,,,,Reuse,synthetic_sample_data
1095,Charity,Forward Support Network (Newcastle),161 Sample Street,Newcastle,D3 7RU,55.0686676,-1.7111999,https://www.example-charity.org,contact.1095@example-charity.org,08843 324523,,,,,,0,,,,Reuse,synthetic_sample_data
1096,Charity,New Leaf Outreach (Birmingham),193 Sample Street,Birmingham,Q2 3HU,52.5363247,-1.7830463,https://www.example-charity.org,contact.1096@example-charity.org,02114 600892,,,,,,1,,,,Reuse,synthetic_sample_data
1097,Charity,Haven Furniture Project (Leeds),96 Sample Street,Leeds,M1 4VX,53.8991927,-1.5771826,https://www.example-charity.org,contact.1097@example-charity.org,06250 918551,,,,,,0,,,,Reuse,synthetic_sample_data
1098,Charity,Together Support Network (Coventry),20 Sample Street,Coventry,T9 5PY,52.5290524,-1.5258903,https://www.example-charity.org,contact.1098@example-charity.org,03576 353063,,,,,,0,,,,Reuse,synthetic_sample_data
1099,Charity,New Leaf Outreach (Liverpool),88 Sample Street,Liverpool,I7 5OU,53.2783002,-3.1161472,https://www.example-charity.org,contact.1099@example-charity.org,01654 487470,,,,,,1,,,,Reuse,synthetic_sample_data
1100,Charity,Forward Support Network (Bristol),133 Sample Street,Bristol,K2 8KR,51.5611137,-2.5969264,https://www.example-charity.org,contact.1100@example-charity.org,03248 592126,,,,6.3,,1,,,,Reuse,synthetic_sample_data
1101,Charity,Bridge Reuse Store (Bristol),86 Sample Street,Bristol,S4 6JG,51.5669255,-2.5595699,https://www.example-charity.org,contact.1101@example-charity.org,06311 351044,,,,,,1,,,,Reuse,synthetic_sample_data
1102,Charity,Bridge Outreach (Bristol),93 Sample Street,Bristol,Y5 4VV,51.383673,-2.6107456,https://www.example-charity.org,contact.1102@example-charity.org,03281 941214,,,,55.3,,0,,,,Reuse,synthetic_sample_data
1103,Charity,Compass Charity Shop (Newcastle),128 Sample Street,Newcastle,T6 3UZ,55.0028247,-1.7157753,https://www.example-charity.org,contact.1103@example-charity.org,05047 315727,,,,,,1,,,,Reuse,synthetic_sample_data
1104,Charity,Forward Foundation (Newcastle),141 Sample Street,Newcastle,I2 5DM,55.0434124,-1.4880548,https://www.example-charity.org,contact.1104@example-charity.org,06593 253448,,,,0.3,,0,,,,Reuse,synthetic_sample_data
1105,Charity,Together Foundation (Bristol),110 Sample Street,Bristol,S7 4IB,51.5828417,-2.6014718,https://www.example-charity.org,contact.1105@example-charity.org,05539 635946,,,,49.0,,0,,,,Reuse,synthetic_sample_data
1106,Charity,New Leaf Community Trust (Newcastle),28 Sample Street,Newcastle,Y1 1CI,54.9594517,-1.6738574,https://www.example-charity.org,contact.1106@example-charity.org,03013 478887,,,,,,1,,,,Reuse,synthetic_sample_data
1107,Charity,Haven Community Trust (Birmingham),160 Sample Street,Birmingham,S1 1DK,52.5713612,-1.7626757,https://www.example-charity.org,contact.1107@example-charity.org,01654 792371,,,,28.4,,0,,,,Reuse,synthetic_sample_data
1108,Charity,Compass Foundation (Leeds),82 Sample Street,Leeds,H3 1RS,53.7169313,-1.5180016,https://www.example-charity.org,contact.1108@example-charity.org,06792 981609,,,,17.2,,1,,,,Reuse,synthetic_sample_data
1109,Charity,New Leaf Furniture Project (Leeds),57 Sample Street,Leeds,P2 2HN,53.8133134,-1.6938678,https://www.example-charity.org,contact.1109@example-charity.org,05419 948875,,,,,,0,,,,Reuse,synthetic_sample_data
1110,Charity,Hope Community Trust (Birmingham),26 Sample Street,Birmingham,S7 8GH,52.6114877,-1.9565588,https://www.example-charity.org,contact.1110@example-charity.org,06054 556333,,,,40.9,,1,,,,Reuse,synthetic_sample_data
1111,Charity,Steppingstone Outreach (Newcastle),112 Sample Street,Newcastle,R5 4VP,54.8734157,-1.5013645,https://www.example-charity.org,contact.1111@example-charity.org,07228 124145,,,,52.4,,1,,,,Reuse,synthetic_sample_data
1112,Charity,Forward Foundation (London),104 Sample Street,London,E2 7FZ,51.5071096,-0.0931086,https://www.example-charity.org,contact.1112@example-charity.org,04366 491078,,,,,,1,,,,Reuse,synthetic_sample_data
1113,Charity,Compass Community Trust (Sheffield),17 Sample Street,Sheffield,P1 4UW,53.3526307,-1.5454703,https://www.example-charity.org,contact.1113@example-charity.org,07216 729602,,,,,,0,,,,Reuse,synthetic_sample_data
1114,Charity,Hope Support Network (Liverpool),90 Sample Street,Liverpool,O7 2NI,53.429897,-3.0337438,https://www.example-charity.org,contact.1114@example-charity.org,08148 859356,,,,,,1,,,,Reuse,synthetic_sample_data
1115,Charity,Steppingstone Charity Shop (Bristol),13 Sample Street,Bristol,Q4 1ML,51.4480592,-2.6873375,https://www.example-charity.org,contact.1115@example-charity.org,09473 728207,,,,9.0,,0,,,,Reuse,synthetic_sample_data
1116,Charity,Compass Furniture Project (Manchester),72 Sample Street,Manchester,O3 5EN,53.515435,-2.2267528,https://www.example-charity.org,contact.1116@example-charity.org,09605 367539,,,,18.6,,1,,,,Reuse,synthetic_sample_data
1117,Charity,Second Chance Foundation (Bristol),109 Sample Street,Bristol,U3 5RP,51.3544886,-2.7178663,https://www.example-charity.org,contact.1117@example-charity.org,01854 700424,,,,23.6,,0,,,,Reuse,synthetic_sample_data
1118,Charity,Second Chance Reuse Store (Southampton),186 Sample Street,Southampton,D8 9YL,50.9734587,-1.5341854,https://www.example-charity.org,contact.1118@example-charity.org,03928 659890,,,,,,0,,,,Reuse,synthetic_sample_data
1119,Charity,New Leaf Outreach (Leeds),35 Sample Street,Leeds,A9 9BM,53.8868725,-1.6014566,https://www.example-charity.org,contact.1119@example-charity.org,05461 638177,,,,,,1,,,,Reuse,synthetic_sample_data
1120,Charity,Steppingstone Outreach (Birmingham),45 Sample Street,Birmingham,Z5 8HO,52.5901611,-1.9678223,https://www.example-charity.org,contact.1120@example-charity.org,07016 701740,,,,71.3,,0,,,,Reuse,synthetic_sample_data
1121,Charity,Haven Community Trust (Reading),102 Sample Street,Reading,O9 8VY,51.4861032,-1.1154179,https://www.example-charity.org,contact.1121@example-charity.org,01009 401153,,,,,,1,,,,Reuse,synthetic_sample_data
1122,Charity,Together Reuse Store (Nottingham),128 Sample Street,Nottingham,I9 7FQ,52.9447861,-1.113894,https://www.example-charity.org,contact.1122@example-charity.org,07638 888142,,,,,,0,,,,Reuse,synthetic_sample_data
1123,Charity,Compass Furniture Project (Leeds),125 Sample Street,Leeds,M5 6AK,53.6728251,-1.4006856,https://www.example-charity.org,contact.1123@example-charity.org,07756 501156,,,,,,0,,,,Reuse,synthetic_sample_data
1124,Charity,New Leaf Support Network (Leeds),5 Sample Street,Leeds,Z5 7HE,53.7814613,-1.5075639,https://www.example-charity.org,contact.1124@example-charity.org,03291 780600,,,,90.4,,1,,,,Reuse,synthetic_sample_data
1125,Charity,Lighthouse Community Trust (Newcastle),26 Sample Street,Newcastle,N1 4EU,54.9480718,-1.5539329,https://www.example-charity.org,contact.1125@example-charity.org,08590 236749,,,,,,0,,,,Reuse,synthetic_sample_data
1126,Charity,Haven Furniture Project (Sheffield),18 Sample Street,Sheffield,Q9 8BP,53.3706268,-1.5041329,https://www.example-charity.org,contact.1126@example-charity.org,05816 472007,,,,,,0,,,,Reuse,synthetic_sample_data
1127,Charity,Second Chance Community Trust (Bristol),96 Sample Street,Bristol,A9 4UQ,51.5810956,-2.6881164,https://www.example-charity.org,contact.1127@example-charity.org,05417 162796,,,,,,1,,,,Reuse,synthetic_sample_data
1128,Charity,Steppingstone Reuse Store (Sheffield),125 Sample Street,Sheffield,B9 2OY,53.4706534,-1.4820127,https://www.example-charity.org,contact.1128@example-charity.org,05668 485841,,,,,,0,,,,Reuse,synthetic_sample_data
1129,Charity,Steppingstone Foundation (Reading),163 Sample Street,Reading,M6 8XX,51.5380924,-0.9095007,https://www.example-charity.org,contact.1129@example-charity.org,02102 260778,,,,,,0,,,,Reuse,synthetic_sample_data
1130,Charity,Haven Community Trust (Leeds),146 Sample Street,Leeds,J1 3GN,53.6787569,-1.5839331,https://www.example-charity.org,contact.1130@example-charity.org,01686 146151,,,,,,0,,,,Reuse,synthetic_sample_data
1131,Charity,Bridge Furniture Project (Liverpool),57 Sample Street,Liverpool,B5 8ZC,53.4225168,-3.0650556,https://www.example-charity.org,contact.1131@example-charity.org,02085 271328,,,,,,0,,,,Reuse,synthetic_sample_data
1132,Charity,Forward Outreach (Reading),143 Sample Street,Reading,X6 8IS,51.4523447,-1.1041091,https://www.example-charity.org,contact.1132@example-charity.org,06615 746759,,,,,,1,,,,Reuse,synthetic_sample_data
1133,Charity,Steppingstone Foundation (Reading),124 Sample Street,Reading,T4 4AN,51.5037824,-0.9700873,https://www.example-charity.org,contact.1133@example-charity.org,05570 945350,,,,,,1,,,,Reuse,synthetic_sample_data
1134,Charity,Hope Foundation (Newcastle),57 Sample Street,Newcastle,I2 3RH,55.1201283,-1.4704061,https://www.example-charity.org,contact.1134@example-charity.org,05920 940615,,,,24.9,,0,,,,Reuse,synthetic_sample_data
1135,Charity,Haven Charity Shop (Manchester),42 Sample Street,Manchester,S6 5CH,53.5400145,-2.2408469,https://www.example-charity.org,contact.1135@example-charity.org,07551 539659,,,,94.8,,0,,,,Reuse,synthetic_sample_data
1136,Charity,Haven Outreach (Sheffield),31 Sample Street,Sheffield,N8 1KL,53.5089374,-1.6030291,https://www.example-charity.org,contact.1136@example-charity.org,08080 261528,,,,,,1,,,,Reuse,synthetic_sample_data
1137,Direct Recycling,Capital Salvage 70,43 Sample Street,Newcastle,H5 4TZ,55.1066507,-1.6488966,https://www.example-supplier.co.uk,contact.1137@example-supplier.co.uk,08046 990712,,,,,,1,,,,,synthetic_sample_data
1138,Direct Recycling,Northern Reclaim 71,179 Sample Street,Southampton,R7 8CZ,50.8727543,-1.5295365,https://www.example-supplier.co.uk,contact.1138@example-supplier.co.uk,01139 257334,,,,99.2,,0,,,,,synthetic_sample_data
1139,Direct Recycling,Vale Environmental 72,85 Sample Street,Newcastle,S2 1FJ,54.8815719,-1.727755,https://www.example-supplier.co.uk,contact.1139@example-supplier.co.uk,06853 798412,,,,,,0,,,,,synthetic_sample_data
1140,Direct Recycling,Capital Materials 73,158 Sample Street,London,P2 5SJ,51.541709,-0.0313711,https://www.example-supplier.co.uk,contact.1140@example-supplier.co.uk,07403 964226,,,,7.2,,1,,,,,synthetic_sample_data
